name	description	sourcemtoverride	samplemtoverride	host_age	role	host_life_stage	body_habitat	body_product	body_site	sample_type	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	larval_tetracycline	latitude	longitude	sex
ERS1268207	Sample 1064.H.CV91 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV91	TRUE	18.22	-65.99	male
ERS1268208	Sample 1064.H.CV92 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV92	TRUE	18.22	-65.99	male
ERS1268209	Sample 1064.H.CV93 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV93	TRUE	18.22	-65.99	male
ERS1268210	Sample 1064.H.CV94 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV94	TRUE	18.22	-65.99	male
ERS1268211	Sample 1064.H.CV95 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV95	TRUE	18.22	-65.99	male
ERS1268212	Sample 1064.H.GVR165 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR165	FALSE	18.22	-65.99	female
ERS1268213	Sample 1064.H.GVR166 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR166	FALSE	18.22	-65.99	female
ERS1268214	Sample 1064.H.GVR167 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR167	FALSE	18.22	-65.99	female
ERS1268215	Sample 1064.H.GVR168 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR168	FALSE	18.22	-65.99	female
ERS1268216	Sample 1064.H.GVR169 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR169	FALSE	18.22	-65.99	female
ERS1268217	Sample 1064.H.GVR170 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H.GVR170	FALSE	18.22	-65.99	female
ERS1268218	Sample 1064.Royal.Jelly.30 : Royal Jelly preserved and frozen						UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	Royal jelly	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	Royal Jelly 30	TRUE	18.22	-65.99	
ERS1268219	Sample 1064.Royal.Jelly.36 : Royal Jelly preserved and frozen						UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	Royal jelly	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	Royal Jelly 36	TRUE	18.22	-65.99	
ERS1268220	Sample 1064.Royal.Jelly.P4 : Royal Jelly preserved and frozen						UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	Royal jelly	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	Royal Jelly P4	TRUE	18.22	-65.99	
ERS1268221	Sample 1064.W.CJV177 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV177	TRUE	18.22	-65.99	
ERS1268222	Sample 1064.W.CJV178 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV178	TRUE	18.22	-65.99	
ERS1268223	Sample 1064.W.CJV179 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV179	TRUE	18.22	-65.99	
ERS1268224	Sample 1064.W.CJV180 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV180	TRUE	18.22	-65.99	
ERS1268225	Sample 1064.W.CJV181 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV181	TRUE	18.22	-65.99	
ERS1268226	Sample 1064.W.CJV182 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV182	TRUE	18.22	-65.99	
ERS1268227	Sample 1064.W.CJV183 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV183	TRUE	18.22	-65.99	
ERS1268228	Sample 1064.W.CJV184 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV184	TRUE	18.22	-65.99	
ERS1268229	Sample 1064.W.CJV185 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV185	TRUE	18.22	-65.99	
ERS1268230	Sample 1064.W.CJV186 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV186	TRUE	18.22	-65.99	
ERS1268231	Sample 1064.W.CJV187 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV187	TRUE	18.22	-65.99	
ERS1268232	Sample 1064.W.CJV188 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV188	TRUE	18.22	-65.99	
ERS1268233	Sample 1064.W.CJV215 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV215	TRUE	18.22	-65.99	
ERS1268234	Sample 1064.W.CJV216 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV216	TRUE	18.22	-65.99	
ERS1268235	Sample 1064.W.CJV217 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV217	TRUE	18.22	-65.99	
ERS1268236	Sample 1064.W.CJV218 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV218	TRUE	18.22	-65.99	
ERS1268237	Sample 1064.W.CJV219 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV219	TRUE	18.22	-65.99	
ERS1268238	Sample 1064.W.CJV220 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV220	TRUE	18.22	-65.99	
ERS1268239	Sample 1064.W.CJV221 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV221	TRUE	18.22	-65.99	
ERS1268240	Sample 1064.W.CJV222 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV222	TRUE	18.22	-65.99	
ERS1268241	Sample 1064.W.CJV223 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV223	TRUE	18.22	-65.99	
ERS1268242	Sample 1064.W.CJV224 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV224	TRUE	18.22	-65.99	
ERS1268243	Sample 1064.W.CJV225 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV225	TRUE	18.22	-65.99	
ERS1268244	Sample 1064.W.CJV226 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CJV226	TRUE	18.22	-65.99	
ERS1268245	Sample 1064.W.CV123 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV123	TRUE	18.22	-65.99	
ERS1268246	Sample 1064.W.CV124 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV124	TRUE	18.22	-65.99	
ERS1268247	Sample 1064.W.CV125 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV125	TRUE	18.22	-65.99	
ERS1268248	Sample 1064.W.CV126 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV126	TRUE	18.22	-65.99	
ERS1268249	Sample 1064.W.CV127 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV127	TRUE	18.22	-65.99	
ERS1268250	Sample 1064.W.CV128 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV128	TRUE	18.22	-65.99	
ERS1268251	Sample 1064.W.CV129 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV129	TRUE	18.22	-65.99	
ERS1268252	Sample 1064.W.CV130 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV130	TRUE	18.22	-65.99	
ERS1268253	Sample 1064.W.CV131 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV131	TRUE	18.22	-65.99	
ERS1268254	Sample 1064.W.CV132 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV132	TRUE	18.22	-65.99	
ERS1268255	Sample 1064.W.CV133 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV133	TRUE	18.22	-65.99	
ERS1268256	Sample 1064.W.CV134 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV134	TRUE	18.22	-65.99	
ERS1268257	Sample 1064.W.CV251 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV251	TRUE	18.22	-65.99	
ERS1268258	Sample 1064.W.CV252 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV252	TRUE	18.22	-65.99	
ERS1268259	Sample 1064.W.CV253 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV253	TRUE	18.22	-65.99	
ERS1268260	Sample 1064.W.CV254 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV254	TRUE	18.22	-65.99	
ERS1268261	Sample 1064.W.CV255 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV255	TRUE	18.22	-65.99	
ERS1268262	Sample 1064.W.CV256 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV256	TRUE	18.22	-65.99	
ERS1268263	Sample 1064.W.CV257 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV257	TRUE	18.22	-65.99	
ERS1268264	Sample 1064.W.CV258 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV258	TRUE	18.22	-65.99	
ERS1268265	Sample 1064.W.CV259 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV259	TRUE	18.22	-65.99	
ERS1268266	Sample 1064.W.CV260 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV260	TRUE	18.22	-65.99	
ERS1268267	Sample 1064.W.CV261 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV261	TRUE	18.22	-65.99	
ERS1268268	Sample 1064.W.CV262 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV262	TRUE	18.22	-65.99	
ERS1268269	Sample 1064.W.CV269 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/18/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV269	TRUE	18.22	-65.99	
ERS1268270	Sample 1064.W.CV270 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV270	TRUE	18.22	-65.99	
ERS1268271	Sample 1064.W.CV271 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV271	TRUE	18.22	-65.99	
ERS1268272	Sample 1064.W.CV272 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV272	TRUE	18.22	-65.99	
ERS1268273	Sample 1064.W.CV273 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV273	TRUE	18.22	-65.99	
ERS1268274	Sample 1064.W.CV274 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV274	TRUE	18.22	-65.99	
ERS1268275	Sample 1064.W.CV275 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV275	TRUE	18.22	-65.99	
ERS1268276	Sample 1064.W.CV276 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV276	TRUE	18.22	-65.99	
ERS1268277	Sample 1064.W.CV277 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/18/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV277	TRUE	18.22	-65.99	
ERS1268278	Sample 1064.W.CV278 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/18/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV278	TRUE	18.22	-65.99	
ERS1268279	Sample 1064.W.CV279 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/18/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV279	TRUE	18.22	-65.99	
ERS1268280	Sample 1064.W.CV280 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	12/18/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV280	TRUE	18.22	-65.99	
ERS1268281	Sample 1064.W.CV348 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV348	TRUE	18.22	-65.99	
ERS1268282	Sample 1064.W.CV349 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV349	TRUE	18.22	-65.99	
ERS1268283	Sample 1064.W.CV350 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV350	TRUE	18.22	-65.99	
ERS1268284	Sample 1064.W.CV351 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV351	TRUE	18.22	-65.99	
ERS1268285	Sample 1064.W.CV352 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV352	TRUE	18.22	-65.99	
ERS1268286	Sample 1064.W.CV353 : Whole Larval Body					larvae	UBERON:multi-cellular organism		UBERON:body	Whole larvae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV353	TRUE	18.22	-65.99	
ERS1268287	Sample 1064.W.CV354 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV354	TRUE	18.22	-65.99	
ERS1268288	Sample 1064.W.CV355 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV355	TRUE	18.22	-65.99	
ERS1268289	Sample 1064.W.CV356 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV356	TRUE	18.22	-65.99	
ERS1268290	Sample 1064.W.CV357 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV357	TRUE	18.22	-65.99	
ERS1268291	Sample 1064.W.CV358 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV358	TRUE	18.22	-65.99	
ERS1268292	Sample 1064.W.CV359 : Whole Pupae body					pupae	UBERON:multi-cellular organism		UBERON:body	Whole pupae	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	W-CV359	TRUE	18.22	-65.99	
